Name,City,Address,Nosach,shacharit_prayer,mincha_prayer,Aravit_prayer,Shacharit_Shabat_prayer,Mincha_Shabat_prayer,Aravit_Shabat_prayer,Access_disabled,women,Bar_mitzvah,Code
 אשכנז, אלעזר,[],אשכנז,07:30,,,08:25,,,TRUE,TRUE,FALSE,7
 החדש, אלעזר, גוש קטיף,לפי החזן,06:15,,20:45,08:30,,,TRUE,TRUE,TRUE,7
 מרכזי, אלעזר,[],ספרד,06:00,,19:30,08:00,,,TRUE,TRUE,TRUE,7
 נתיב האבות, אלעזר,[],לפי החזן,06:30,,21:00,,,,FALSE,FALSE,FALSE,7
 ספרדי, אלעזר,[],עדות המזרח,05:45,18:49,19:20,,,,TRUE,TRUE,FALSE,7
 אבא-שמעון, אלפי מנשה, אודם 6 אלפי,עדות המזרח,,,,07:30,05:21,,FALSE,TRUE,TRUE,7
 ארזי הלבנון, אלפי מנשה, אלפי,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,7
 יובלים, אלפי מנשה, פולג אלפי,אחיד,05:50,,,,,,FALSE,FALSE,FALSE,7
 משכן יואל, אלפי מנשה, אלפי,ספרד,,,,,,,TRUE,TRUE,TRUE,7
 אלקוש, אלקוש, מושב אלקוש,עדות המזרח,05:45,,,,,,TRUE,TRUE,TRUE,2
 אביר יעקב, אלקנה, ארעי,מרוקו,,,,08:00,,,FALSE,TRUE,FALSE,7
 אחדות ישראל נתיב חיים, אלקנה, מרכז מסחרי אלקנה,,,,,,,,FALSE,TRUE,TRUE,7
 אחוה ורעות, אלקנה, מגדל הלבנון,ספרד,06:00,,20:10,,,,FALSE,TRUE,TRUE,7
 אשל אלקנה, אלקנה, גבעת הלבונה 7,ספרד,05:50,13:20,,,,,TRUE,TRUE,FALSE,7
" בית חב""ד ""אוהל לאה"" אלקנה", אלקנה," מרכז מסחרי, מפלס עליון 4",חבד,,,,09:30,18:29,,TRUE,TRUE,TRUE,7
 הראשונים, אלקנה, אשקוביות,ספרד,06:00,,20:30,08:00,,,TRUE,TRUE,FALSE,7
 השכונה הצפונית, אלקנה,[],ספרד,06:10,19:00,20:30,08:00,13:15,,FALSE,TRUE,FALSE,7
 מגן דן, אלקנה, מגן דן,לפי החזן,,,,,,,TRUE,TRUE,FALSE,7
 מורשת יהודית, אלקנה,[],ספרד,06:45,,,,,,TRUE,TRUE,FALSE,7
" רמב""ם", אלקנה, שיר השירים,תימן בלדי,05:30,,,07:15,,,TRUE,TRUE,FALSE,7
 תפארת שלום, אלקנה,[],תימן,05:15,15:05,,,,,FALSE,TRUE,FALSE,7
 קטיף באמציה, אמציה,[],לפי החזן,06:00,,19:30,08:00,12:30,,TRUE,TRUE,TRUE,6
 אהל שמעון ואסתר, אפרת, נצח ירושלים 4,ירושלמי,05:43,,22:00,,,,TRUE,TRUE,TRUE,7
 אור חביב, אפרת, המלך דוד דקל ג 72,מרוקו,05:50,,,08:00,12:30,,TRUE,TRUE,FALSE,7
 אורות הזית, אפרת, יהודה המכבי 8 אפרת,עדות המזרח,05:35,13:15,19:21,,,,TRUE,TRUE,FALSE,7
 אשמורת אברהם, אפרת, המלך דוד 64,לפי החזן,06:00,,20:15,06:30,,,TRUE,TRUE,FALSE,7
 בית אהרן, אפרת, גבעת הגפן,לפי החזן,06:00,18:42,19:20,06:30,,,TRUE,TRUE,TRUE,7
 בית הכנסת המרכזי דקל, אפרת, שדרות דוד המלך,לפי החזן,06:15,,20:30,08:30,,,TRUE,TRUE,FALSE,7
 גבעת רימון, אפרת, רימון,אשכנז,,,,,,,TRUE,TRUE,FALSE,7
 הגפן, אפרת,[],אשכנז,06:00,,,,,,FALSE,FALSE,FALSE,7
 המרכזי - נטע בנימין, אפרת, גבעת רימון,אשכנז,06:00,,20:30,08:15,13:00,,TRUE,TRUE,FALSE,7
 הרב תכליתי, אפרת, גבעת הרימון,ספרד,06:00,18:44,19:20,06:45,13:15,,TRUE,TRUE,TRUE,7
 זית רענן, אפרת, זית שמן,לפי החזן,06:30,,20:00,06:40,,,TRUE,TRUE,TRUE,7
 זמר הזית, אפרת, זית שמן 1,לפי החזן,,,,08:45,,,TRUE,TRUE,TRUE,7
 ישיבת שיח יצחק, אפרת, גבעת הדגן,לפי החזן,07:00,,,08:00,,,FALSE,FALSE,FALSE,7
 כפות תמרים, אפרת," ציפורן בני ביתך זית,",לפי החזן,06:15,,20:30,,,,TRUE,TRUE,FALSE,7
 לב אפרת, אפרת,[],לפי החזן,08:00,,,08:15,13:15,,TRUE,TRUE,FALSE,7
 מגן אברהם, אפרת, תמר 2,לפי החזן,06:25,12:30,,07:45,,,FALSE,TRUE,FALSE,7
 מנורת המאור, אפרת, זית שמן פינת הקטורת,לפי החזן,,,,08:30,17:00,,FALSE,TRUE,FALSE,7
 משכן יאיר, אפרת, שדרות דוד המלך,תימן בלדי,05:50,,,07:45,,,TRUE,TRUE,TRUE,7
 משכן ציפורה, אפרת, זית שמן,לפי החזן,06:00,,21:30,07:00,13:00,,TRUE,TRUE,TRUE,7
 נחלת אופיר, אפרת,[],לפי החזן,06:00,,20:30,08:30,13:30,,TRUE,TRUE,FALSE,7
 נחלת דוד, אפרת, דוד המלך פינת רחוב השיירות אפרת,לפי החזן,06:00,,20:30,08:30,13:30,,TRUE,TRUE,TRUE,7
 ספרדי - גבעת הרימון, אפרת, רימון,עדות המזרח,,,,07:45,13:15,,TRUE,TRUE,FALSE,7
 ספרדי -זית, אפרת, יהודה המכבי,עדות המזרח,06:00,18:52,19:22,,,,FALSE,TRUE,FALSE,7
 קול ברמה, אפרת, זיית שמן,עדות המזרח,06:00,,20:00,,,,TRUE,TRUE,FALSE,7
 שירת שלמה, אפרת, רימון,ספרד,,,,08:15,,,TRUE,TRUE,TRUE,7
 תפארת אבות, גבעתיים," כ""ג 11",לפי החזן,06:00,,,08:00,18:43,,FALSE,FALSE,FALSE,5
 בית הכנסת העתיק ארבל, ארבל,[],לפי החזן,,,,,,,FALSE,FALSE,FALSE,2
 אביר יעקב, אריאל, יודפת 10,ספרד,06:20,,21:15,07:30,,,FALSE,FALSE,FALSE,7
 אוהל אפרים, אריאל, הנחשונים 37,,,,,,,,FALSE,TRUE,TRUE,7
 אוהל יוסף, אריאל, הפיסגה 10,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,7
 אחוות אחים, אריאל, הפיסגה 10,תימן שאמי,05:00,19:30,20:15,,,,FALSE,FALSE,FALSE,7
 יהושע בינון, אריאל," צה""ל",עדות המזרח,05:45,,,,,,FALSE,TRUE,TRUE,7
 מוריה, אריאל, עיר יונה 10,לפי החזן,,,19:46,08:30,18:16,,TRUE,TRUE,TRUE,7
 נצרים - בית ישראל, אריאל, נווה שאנן,לפי החזן,06:20,18:41,19:21,07:30,,,TRUE,TRUE,TRUE,7
" עמותת הרמב""ם בית כנסת ""אוהל חנה""", אריאל, ברק 19,תימן,,,,,,,TRUE,TRUE,TRUE,7
 שבות אריאל, אריאל," צה""ל 30",לפי החזן,06:15,,22:00,08:15,,,TRUE,TRUE,TRUE,7
 תפארת אריאל, אריאל, השומרון 1,תימן,05:50,13:20,,,,,FALSE,TRUE,FALSE,7
" ""קול יהודה""", אשדוד,[],עדות המזרח,,,,08:00,,,FALSE,TRUE,TRUE,6
 אביר יעקב, אשדוד, אזור ב´,עדות המזרח,07:00,,,,,,FALSE,TRUE,FALSE,6
 אדר היקר הרב זיני, אשדוד, שבי ציון 14אזור א,מרוקו,,,,,,,FALSE,TRUE,TRUE,6
 אהבה ואחווה לעולי מצרים, אשדוד, הראשונים 41,ספרד,,,,,,,TRUE,TRUE,FALSE,6
" אהבת ישראל ע""ש ר´ ראובן פינטו", אשדוד, הגולשים 26,מרוקו,06:40,,,07:30,,,FALSE,TRUE,TRUE,6
 אהבת ציון עולי איראן, אשדוד, מיכקשוילי,ספרד,06:30,18:45,,,,,TRUE,TRUE,TRUE,6
 אהל יעקב, אשדוד, המעפילים 39,ספרד,06:00,,,08:00,,,FALSE,TRUE,TRUE,6
 אוהל אהרון וחנה, אשדוד, הצבעוני 2,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,6
 אוהל אליהו, אשדוד, השייטים,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,6
 אוהל החיים, אשדוד, אזור ד,אשכנז,,,,,,,FALSE,FALSE,FALSE,6
 אוהל חיים, אשדוד," פארק בורדו בסמוך לבית ספר שח""ר",מרוקו,,,,,,,TRUE,TRUE,TRUE,6
 אוהל יצחק, אשדוד, השייטים,מרוקו,,,,,,,FALSE,FALSE,FALSE,6
 אוהל מרים, אשדוד, כיכר טופז,מרוקו,,,,,,,TRUE,TRUE,FALSE,6
 אוהל שמואל, אשדוד," המפרש ליד בית ספר ""שחר"".י",ספרד,06:15,19:15,19:30,08:00,,,FALSE,TRUE,TRUE,6
 אור החיים, אשדוד, ד,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,6
 אור יצחק- נוסח גרוזיה, אשדוד, הציונות 10,עדות המזרח,06:30,,,,,,TRUE,TRUE,TRUE,6
 אור מנחם ארגון קשר, אשדוד, ספיר,חבד,06:45,19:02,20:00,08:30,18:44,,TRUE,TRUE,TRUE,6
 אורח חיים- נוסח יהודי גרוזיה, אשדוד, הרב שאולי,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,6
 אז, אשדוד, זלמן ארן,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,6
" אחוות ישראל אשדוד ע""ש ר' מאיר אבוחצירא", אשדוד, כנרת 67,מרוקו,05:45,,,07:30,,,TRUE,TRUE,TRUE,6
 אחידה, אשדוד, שדרות הנשיא,ספרד,,,,,,,FALSE,FALSE,FALSE,6
 אליהו הנביא, אשדוד, דב גור,עדות המזרח,06:25,,,,,,FALSE,TRUE,TRUE,6
 אש דוד - מחניים, אשדוד, יקינטון 3,אשכנז,,,,,,,TRUE,TRUE,FALSE,6
 בוכריס, אשדוד, זלמן ארן,ספרד,06:15,,20:10,,,,FALSE,FALSE,FALSE,6
" בי""כ לעולי איראן ע""ש חללי צה""ל", אשדוד, הרב קוק 11,עדות המזרח,,,,,20:16,,FALSE,TRUE,TRUE,6
 בית אורן, אשדוד, המלך דוד 11,חבד,09:00,,,10:00,,,TRUE,TRUE,TRUE,6
 בית דוד ושאול, אשדוד, חנינא בן דוסא 3,,,,,,,,TRUE,TRUE,TRUE,6
 בית הכנסת גור אריה יהודה, אשדוד, הרב שאולי 8,לפי החזן,,,,,,,FALSE,FALSE,FALSE,6
" בית הכנסת המרכזי רובע י""ז", אשדוד, שד´ תל חי 63,מרוקו,05:45,18:30,,,,,FALSE,FALSE,TRUE,6
 בית הכנסת זר אברהם, אשדוד, ההסתדרות,מרוקו,,16:30,,,,,TRUE,TRUE,FALSE,6
 בית הכנסת מגן דוד לעולי הודו, אשדוד, הראשונים אזור א´ 39,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,6
 בית יוסף שלומה, אשדוד, יהודה הנשיא,חסידי,,,,,,,FALSE,FALSE,FALSE,6
 בית מיכאל -נוסח יהודי גרוזיה, אשדוד, שלמה בן יוסף (ליד בית ספר יד שבתאי),עדות המזרח,,,,,,,TRUE,TRUE,TRUE,6
 בית נפתלי-רשפי אש, אשדוד, תל חי 29,עדות המזרח,06:00,,,,,,TRUE,TRUE,TRUE,6
 בית צור ברוך, אשדוד, הגפן (רוגוזין מול הדואר(,ספרד,05:45,,,08:00,,,TRUE,TRUE,TRUE,6
 בני קדושים, אשדוד, טשרניחובסי 7,עדות המזרח,,,19:46,08:30,18:12,,TRUE,TRUE,FALSE,6
 ברכת עמליה, אשדוד, הירמוך 5,ספרד,06:00,,,08:00,18:45,,FALSE,TRUE,TRUE,6
 גואל ישראל, אשדוד, השרביטן 8,ספרד,,,,,,,FALSE,TRUE,FALSE,6
 דרכי איש, אשדוד, הצבעוני 19,חסידי,07:00,,,,,,FALSE,FALSE,FALSE,6
 הארי, אשדוד, הארי הקדוש 12,ספרד,05:51,12:29,20:29,07:00,,,TRUE,TRUE,TRUE,6
 הדור הרביעי, אשדוד, הנביא יחזקאל 10,אשכנז,,,,,,,FALSE,TRUE,FALSE,6
 היכל בני אסרף, אשדוד, העצמאות 2,מרוקו,05:20,18:30,19:45,07:30,,,TRUE,TRUE,TRUE,6
 היכל הקודש - ברסלב אשדוד, אשדוד, קרית אברמסקי 101,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,6
 היכל יצחק, אשדוד, המלך יהוא 10,עדות המזרח,05:45,18:30,,07:30,,,FALSE,TRUE,TRUE,6
" המרכזי-ט""ו", אשדוד, ברוריה,מרוקו,08:00,,20:00,07:30,,,TRUE,TRUE,TRUE,6
 הנר המערבי, אשדוד, חטיבת הנגב(ליד בית ספר מירון,תוניס,06:30,,,,,,FALSE,FALSE,FALSE,6
 זוהר השלום, אשדוד, חפץ חיים,מרוקו,,,,,,,FALSE,TRUE,FALSE,6
 זוהר התורה, אשדוד, כפתור החולות אזור ח אשדוד,ספרד,06:00,,20:15,08:00,,,FALSE,TRUE,TRUE,6
 זיכרון קדושים, אשדוד, הסתדרות 23,ספרד,,,,08:00,,,TRUE,TRUE,TRUE,6
 זכור לאברהם, אשדוד, הרי״ף,עדות המזרח,07:00,16:45,17:45,,,,FALSE,FALSE,FALSE,6
 זכר יצחק, אשדוד, השרביטן 7,ספרד,,,,08:00,,,FALSE,TRUE,TRUE,6
 זכרון אברהם, אשדוד, נחל קדרון 15,ירושלמי,05:00,19:30,20:15,07:30,19:00,,TRUE,TRUE,TRUE,6
 זכרון יוסף, אשדוד, סטרומה,תוניס,06:00,19:00,,08:00,,,FALSE,TRUE,TRUE,6
 זרע אברהם, אשדוד, הריף 62,מרוקו,,,,,,,TRUE,TRUE,TRUE,6
 חסידות נעשכיז, אשדוד, רבי יוסי ברבי חלפתא 9,חסידי,06:20,,,,,,FALSE,TRUE,FALSE,6
 חפץ חיים, אשדוד,[],עדות המזרח,,,,,,,TRUE,TRUE,TRUE,6
 ישיבת דעת ותבונה, אשדוד, הנרייטה סולד,עדות המזרח,,,20:30,07:15,,,FALSE,FALSE,FALSE,6
 ישמח משה, אשדוד, אזור ה´,עדות המזרח,05:30,,,,,,TRUE,TRUE,TRUE,6
 כתר תורה, אשדוד," אזור י""ב",עדות המזרח,,,,07:30,18:00,,TRUE,TRUE,TRUE,6
 לדוברי אמהרית, אשדוד, רובע ו´ - מאחורי המרכז המסחרי,אחיד,,,,,,,FALSE,FALSE,FALSE,6
 לדוברי צרפתית, אשדוד," רחוב כנרת - מרכז מסחרי רובע י""א",אחיד,,,,,,,FALSE,FALSE,FALSE,6
 לדוברי צרפתית, אשדוד, שבט לוי,אחיד,,,,,,,FALSE,TRUE,FALSE,6
 מאיר עיני ישראל, אשדוד, בורלא יהודה איזור ה 18,מרוקו,,,,,,,TRUE,TRUE,TRUE,6
 מגדל עוז, אשדוד, בורוכוב,,06:15,,,,,,FALSE,FALSE,TRUE,6
 מגן אברהם, אשדוד, רחוב קרן היסוד,מרוקו,,,,,,,FALSE,FALSE,FALSE,6
" מגן אברהם ע""ש אברהם אבוחצירא", אשדוד, הרב שאולי 3,מרוקו,05:15,13:30,20:15,07:45,14:00,,FALSE,TRUE,TRUE,6
 מגן חסידים, אשדוד, רבי עקיבע,מרוקו,,,,,,,FALSE,FALSE,FALSE,6
 מגן יוסף, אשדוד,[],עדות המזרח,05:15,,,,,,TRUE,TRUE,TRUE,6
 מודזיץ, אשדוד, יהודה הנשיא 11,,,,,,,,TRUE,TRUE,FALSE,6
 מורשה, אשדוד, הרב רוזובסקי 1,עדות המזרח,07:00,,,,,,FALSE,TRUE,FALSE,6
 מייסדי החצר, אשדוד," אזור ט""ו ליד בית ספר רבין",ספרד,06:15,18:33,19:28,07:30,,,TRUE,TRUE,TRUE,6
 מקור ברוך, אשדוד, עמרם חזנוב,מרוקו,06:00,18:30,,,,,TRUE,TRUE,TRUE,6
 משכיל לדוד, אשדוד, ילין דוד 1,מרוקו,,,,,,,TRUE,TRUE,TRUE,6
" משכן ""שלום ורינה""", אשדוד, רבי מאיר בעל הנס 40,לפי החזן,06:30,17:40,22:00,07:00,,,FALSE,TRUE,FALSE,6
 משכן מאיר, אשדוד, קקל 106,עדות המזרח,06:00,19:15,20:00,07:15,17:15,,TRUE,TRUE,TRUE,6
 משכנות שמואל, אשדוד,[],מרוקו,,,,08:00,,,TRUE,TRUE,FALSE,6
 נחלת מאיר, אשדוד, זלמן ארן,ספרד,,,,,,,FALSE,FALSE,FALSE,6
 נס לישראל, אשדוד, רובע הסיטי,תוניס,,,,,,,TRUE,TRUE,FALSE,6
 נס לישראל, אשדוד, הציונות 121,תוניס,,,,,,,FALSE,TRUE,FALSE,6
 נר דוד ואוהל רחמה, אשדוד, שד´ רחובות 17,מרוקו,06:30,18:27,19:27,07:30,,,FALSE,TRUE,FALSE,6
 סניף ה´ קרליבך, אשדוד, בסניף ה´,חסידי,,,,,,,FALSE,TRUE,FALSE,6
 עזריאלי, אשדוד, החובלים,עדות המזרח,05:00,13:30,,,,,TRUE,TRUE,TRUE,6
 פורת יוסף, אשדוד, פורצי הדרך רובע י´,עדות המזרח,,,,07:30,12:30,,TRUE,TRUE,TRUE,6
 פינטו, אשדוד, רוגוזין,עדות המזרח,06:30,16:15,,,,,TRUE,TRUE,TRUE,6
 קהילת ישראל, אשדוד, מבוא השרביטן 9,ספרד,06:00,,,,,,FALSE,TRUE,FALSE,6
 קול יעקב, אשדוד, רובע ה´,מרוקו,05:45,,,07:30,,,TRUE,TRUE,TRUE,6
 קריה נאמנה, אשדוד, העצמאות בתוןך בית ספר הקריה,ספרד,,,,08:30,,,FALSE,TRUE,FALSE,6
 ר שלום זאווי, אשדוד, כיכר סגל,מרוקו,05:15,16:15,17:30,,,,FALSE,TRUE,TRUE,6
 רבי דוד בן ברוך, אשדוד, הרב קוק 5,עדות המזרח,06:31,18:32,,,,,TRUE,TRUE,TRUE,6
 רבי חי טייב לא מת, אשדוד, שלמה בן יוסף 6,תוניס,,,,,,,TRUE,TRUE,FALSE,6
 רבי מאיר, אשדוד, הרב קוק 25,,,,,,,,FALSE,FALSE,FALSE,6
" רבי שמעון בר יוחאי(רשב""י)", אשדוד, אליעזר בן הורקנוס 21 21,עדות המזרח,07:00,,,,,,TRUE,TRUE,FALSE,6
 רינת זכריה, אשדוד, אזור ה´ ליד בני עקיבא,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,6
 שאולי, אשדוד, ההסתדרות 21,ספרד,06:45,,,,,,FALSE,TRUE,TRUE,6
 שאר ישוב, אשדוד, מונטפיורי 4,צפון אפריקה,06:00,,20:00,,,,TRUE,TRUE,TRUE,6
 שבט נפתלי, אשדוד,[],עדות המזרח,,,,,,,FALSE,FALSE,FALSE,6
 שבטי ישראל, אשדוד, הרב מימון,מרוקו,,,,,,,FALSE,FALSE,FALSE,6
 שבת אחים, אשדוד, הראשונים 37,יוצאי לוב,05:45,16:30,17:30,07:30,,,TRUE,TRUE,TRUE,6
 שובה ישראל, אשדוד,[],תימן,,,,,,,FALSE,FALSE,FALSE,6
 שומרי אמונים, אשדוד, רבי טרפון 12,חסידי,10:08,,,,,,TRUE,TRUE,FALSE,6
 שטיבלך קהל חסידים, אשדוד," רשב""י",לפי החזן,07:00,14:00,,,,,FALSE,FALSE,FALSE,6
 שירה חדשה, אשדוד, אב 9,מרוקו,06:00,18:30,19:30,,,,TRUE,TRUE,TRUE,6
" של האדמו""ר מטשארנאביל", אשדוד, רב ינאי 34,ספרד,07:00,,,08:45,,,FALSE,TRUE,FALSE,6
 שערי ציון, אשדוד, מרזוק,מרוקו,,,,,,,FALSE,FALSE,TRUE,6
 תהילת ציון, אשדוד, הגולשים 12,עדות המזרח,05:45,,,,,,TRUE,TRUE,TRUE,6
 תורה וחיים, אשדוד, חיבת ציון,תוניס,04:55,19:00,,07:30,,,TRUE,TRUE,TRUE,6
 תורה וחסד, אשדוד," רמב""ם 6",מרוקו,07:00,12:40,18:30,07:30,16:15,,FALSE,TRUE,TRUE,6
 תיפארת רפאל, אשדוד, ביאליק 16,ספרד,07:00,,,,,,TRUE,TRUE,TRUE,6
 תפארת יהודה, אשדוד, החמציץ,מרוקו,06:00,16:15,16:30,07:30,15:30,,FALSE,TRUE,FALSE,6
 בית הכנסת באשדות יעקב, אשדות יעקב איחוד, אשדות יעקב,ספרד,,,,,,,FALSE,TRUE,FALSE,2
 בית הכנסת אשחר, אשחר,[],ספרד,06:00,,20:15,08:00,13:00,,TRUE,TRUE,TRUE,2
" ""משכן אביחי """, אשקלון, לכיש 16,תימן בלדי,05:30,,,07:00,,,TRUE,TRUE,TRUE,6
 אביר יעקב יאיר, אשקלון, הרב כלפון משה הכהן 5,עדות המזרח,06:00,,,07:30,,,FALSE,FALSE,FALSE,6
 אהבת אחים, אשקלון, הציונות 72 72,עדות המזרח,05:06,,,,,,TRUE,TRUE,TRUE,6
 אהבת ציון, אשקלון, אבן עזרא 6,תימן שאמי,05:30,,,07:00,,,TRUE,TRUE,FALSE,6
 אהבת תורה, אשקלון,11,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,6
 אוהל אברהם, אשקלון, דוד רזיאל,מרוקו,05:45,,,07:30,,,FALSE,TRUE,TRUE,6
 אוהל אברהם, אשקלון, עמנואל,מרוקו,05:45,,,,,,FALSE,TRUE,TRUE,6
 אוהל חסדי אברהם, אשקלון, מודיעין,מרוקו,06:30,,,,,,TRUE,TRUE,FALSE,6
 אוהל משה, אשקלון, ההסיתדרות 98,עדות המזרח,05:05,18:50,22:00,,,,TRUE,TRUE,TRUE,6
 אור החיים, אשקלון,[],מרוקו,,,,07:30,13:00,,TRUE,TRUE,TRUE,6
 ארם נהריים, אשקלון,[],עדות המזרח,05:30,18:48,,07:00,13:15,,FALSE,TRUE,FALSE,6
 בית אליהו, אשקלון, הטייסים 91,עדות המזרח,06:00,,,07:30,,,FALSE,TRUE,TRUE,6
 בית הכנסת המרכזי אפרידר, אשקלון, זונאבנדר 2,אשכנז,,,,,,,FALSE,FALSE,FALSE,6
 בית הכנסת לצעירים, אשקלון," ש""י עגנון",עדות המזרח,,,,08:30,17:30,,TRUE,TRUE,TRUE,6
 בית הכנסת לצעירים סניף בני עקיבא אפרידר, אשקלון, אורט 13,עדות המזרח,07:03,,,07:45,,,FALSE,TRUE,FALSE,6
 בית הלוי, אשקלון,[],תימן בלדי,,13:30,,07:00,17:00,,TRUE,TRUE,FALSE,6
 בית הרב, אשקלון, חוגלה 9,עדות המזרח,05:45,,,07:30,17:33,,FALSE,TRUE,TRUE,6
 בית חנינא, אשקלון, כיכר המלך שאול-מקלט,תוניס,,,,08:00,,,FALSE,TRUE,TRUE,6
 בני ציון, אשקלון, ביאליק 12,יוצאי לוב,,,,,,,FALSE,FALSE,FALSE,6
 בני תורה, אשקלון, שי עגנון 10 10,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,6
 ברית אברהם, אשקלון, משה,מרוקו,06:00,,,,,,TRUE,TRUE,TRUE,6
 ברכת שמיים, אשקלון, דב ברייר פינת אורט,עדות המזרח,,13:00,20:00,07:45,,,FALSE,TRUE,FALSE,6
 גיבורי ישראל, אשקלון, אורט,עדות המזרח,05:45,18:53,,07:30,,,TRUE,TRUE,TRUE,6
 דוד בן ברוך, אשקלון, הסתדרות,מרוקו,,,,,,,FALSE,FALSE,FALSE,6
 היכל השבת, אשקלון," התענ""ך 2",מרוקו,06:00,,,07:45,,,TRUE,TRUE,TRUE,6
 המרכזי ברנע, אשקלון, יפתח הגלעדי 2,אשכנז,,,,,,,FALSE,FALSE,FALSE,6
 חלפון, אשקלון, גדעון בן יואש,עדות המזרח,06:00,13:00,19:30,,,,FALSE,FALSE,FALSE,6
" חת""ם סופר", אשקלון, מול אולמי לשם רמז,אחיד,07:00,,,08:00,18:55,,TRUE,TRUE,TRUE,6
 יד מיכאל, אשקלון, משה שרת 0,ספרד,06:00,13:15,,,,,TRUE,TRUE,FALSE,6
 ישיבת תפארת יוסף, אשקלון, התחיה גבעת ציון 30,עדות המזרח,07:45,,20:00,08:00,13:00,,TRUE,FALSE,FALSE,6
 ישמח משה , אשקלון, בר כוכבא 27,מרוקו,06:00,18:38,19:23,,,,FALSE,FALSE,FALSE,6
 מאורת שמעון, אשקלון, האריה,מרוקו,,,,,,,FALSE,FALSE,FALSE,6
